census_track_number,population_16_and_over_with_earnings,population_margin_of_error,total_median_earnings,median_earnings_margin_of_error,total_full_time_year_round_workers,full-time-margin-of-error,total_workers_less_than_10k,less_than_10k_margin_of_error,total_workers_less_than_15k,less_than_15k_margin_of_error,total_workers_less_than_25k,less_than_25k_margin_of_error,total_workers_less_than_35k,less_than_35k_margin_of_error,total_workers_less_than_50k,less_than_50k_margin_of_error,total_workers_less_than_65k,less_than_65k_margin_of_error,total_workers_less_than_75k,less_than_75k_margin_of_error,total_workers_less_than_100k,less_than_100k_margin_of_error,total_workers_more_than_100k,more_than_100k_margin_of_error,total_mean_earnings,mean_earnings_margin_of_error
2021.05,2524,256,31044,5266,1802,192,0.6,0.9,2.4,2.2,16.8,5.5,22.4,6.8,24.1,6.5,14.4,5.1,7.8,3.2,5.9,2.6,5.4,2.9,45272,3170
2021.06,4163,305,33668,5137,2876,273,6.3,4.5,1.3,1.6,6.6,3.4,20.1,5.7,28.9,6.5,18,5.2,7.4,3.8,6.4,3,4.9,2.5,47076,3960
2021.07,1594,165,46594,3320,1203,138,0.7,1.2,4.2,4.1,7.9,5.1,11.1,3.9,18.1,5.6,26.7,7.4,7.1,3.7,17,5.7,7.1,3.2,58552,4134
2022.01,2186,300,41814,2879,1641,211,2.6,3.2,0.2,0.4,9.1,6,12.7,5.3,26.6,8.7,19.2,6.6,5,3,11.7,4.3,12.9,4,62974,6989
2022.03,2510,282,36175,1665,1797,214,1.8,2.8,3.8,3,7.7,4.3,16.3,5.5,27.9,7.2,18.8,6,7,3.3,7.3,3.8,9.3,4.8,53032,5141
2022.05,4085,351,40678,4339,2969,331,0.3,0.5,0.6,1.1,6.1,3.3,17.2,6.1,24.3,6.4,21.9,6.6,10.1,5.2,16.7,6.1,2.9,2.5,54179,3898
2022.06,2070,227,36121,5783,1383,209,1.7,2.6,1.7,2.1,10.3,6.9,21.5,8.2,17.2,6.3,21.4,9.8,5.6,4.9,8.8,5.6,11.6,5.7,56956,7132
2023.01,2961,234,44012,4804,2193,194,0.6,0.7,1.6,1.4,4.4,2.4,17,4.4,21.1,4.7,20.9,4.3,9,3.7,11.6,3.4,13.9,4.7,63066,5880
2023.02,2858,299,29245,4616,1819,258,2.3,2.8,6,3.3,15.6,7.4,17.5,6.2,23.9,6.1,19.8,5,5.8,3,5.2,3.3,3.9,3.7,43312,4092
2024.02,3128,309,30293,3531,2088,257,1,1.5,4.4,3,14.8,4.8,24.4,6.8,18.2,4.8,15.6,5.5,6.6,3.9,7.2,3.1,7.9,3.9,46869,3907
2024.03,2681,364,36168,6248,1842,285,2.1,2.3,1.7,1.7,11.4,4.7,14.4,5.6,19.9,6.1,13.7,5.1,7.5,4.4,12.1,6.4,17.2,5.6,79072,16106
2024.04,2299,237,27424,2830,1580,186,3.4,2.6,5.8,2.8,17.2,5.6,22.8,6.2,18.4,5.2,11.7,4.5,8,3.2,5.8,3.9,6.8,3.3,46194,4538
2024.05,2565,315,21281,1815,1408,237,9.1,4.5,9.1,6,21.1,5,19.5,5.3,16.3,5.1,8.7,3.4,5.2,3.8,7.4,3,3.6,2.4,43626,9463
2025,3101,323,24306,5115,2079,323,0,1,9.4,5.9,26.3,9.7,16,7.4,23.1,8.6,13.3,6.4,9.4,6.5,1.7,1.9,0.8,1.5,36912,3546
2026,1239,134,27072,4554,836,109,3.6,2.6,6,3.6,18.8,5.1,19.6,5.2,25,4.6,12.3,3.6,5.5,2.7,5.9,3,3.3,2.1,41095,3675
3881,1723,107,23872,2378,1118,98,0.9,0.8,5.3,2.4,26.7,4.2,13.5,3.5,24.1,4.6,14.7,4.6,3.9,2,4,1.8,7,2.4,48507,7047
3882,779,80,28813,3595,578,70,2.9,2.1,10,4.1,15.7,4.2,22.3,5.9,23.7,6,8.3,3.9,7.1,3.6,3.8,1.9,6.1,3.2,42441,4777
1,2217,416,25038,9631,1672,419,1.9,2.3,8.1,6,25.7,14.3,20.7,10.1,19.7,11.2,18.4,8,1.9,2.2,2.3,3.4,1.4,1.4,35713,5559
2,1262,201,14443,2009,610,147,9.5,9.4,11.3,9.1,29.2,11,15.4,9.1,10.7,8.3,9.5,6.7,5.7,6,3,2.6,5.7,7.6,35921,8160
3,2715,361,23293,3722,1644,296,2.8,3.8,7.6,5.7,23.1,7.8,22.6,9.7,14.5,7.5,19.9,7.4,2.7,3.2,1.9,2,4.9,4.4,41129,6617
4.01,3262,414,23948,5335,2242,427,2.4,2.8,14.1,6.8,20.6,8.9,12,6,17.8,7.3,14.6,6.5,5.2,4.2,9.2,5.2,4,3.6,45277,9026
4.02,2542,266,27049,4600,1730,229,1.7,1.9,5.7,4.4,21.4,7.4,18.6,7.4,20.5,5.8,17.2,6.4,3.3,2.4,8.3,4.6,3.4,2.9,46528,8369
4.03,2648,282,35962,1978,2005,222,0.9,0.9,2.4,1.6,8.4,4.7,23,6,21,5.1,17.7,5.4,4.4,2.9,11.4,4.2,10.7,4.4,56567,7204
5.01,4110,551,29261,3496,2831,455,2.9,2.7,2.6,3.5,15.9,7.3,31.1,7.4,30.9,8.4,8.9,4.6,2.5,2.3,3.3,2.3,1.8,1.9,40373,5874
5.02,4644,457,29529,4462,3068,356,1.6,1.5,3.3,2.6,18,5.1,18,5.3,28.2,6.1,12.6,4.5,6.2,2.5,4.6,2.8,7.6,4,51183,7085
6,900,163,35577,11487,643,152,4.8,4.4,0.9,1.7,14.2,10.1,15.7,10.2,16.8,9.5,26.9,10,0,3.1,8.6,6.3,12.1,7.9,53674,8567
7,1480,273,20904,4680,959,227,0.7,1.2,6.3,6,32.4,9.1,17.4,8.2,21.3,7.9,14.7,8,2.4,2.1,0.9,1.3,3.9,4.4,36169,5810
8,1263,245,20033,6560,760,183,7,5.6,10.7,5.9,38.7,14.7,13.7,8.2,18.9,8.8,11.1,7.1,0,2.6,0,2.6,0,2.6,27432,3209
9,1192,163,19806,3149,773,140,1.8,2.2,0.6,1.1,37,9.7,13.3,5.9,18.1,6.8,14,6.3,3.9,2.8,8.3,4.8,3,2.5,41999,4449
10,1011,145,22802,8064,643,122,0,3.1,12,7.7,16.3,8.2,21,9.8,33.1,8.3,6.5,3.3,10.1,8.3,0,3.1,0.9,1.5,37681,5637
11,940,144,23750,6741,562,118,4.4,5.3,5,4.7,14.6,6.9,19,8.9,27.9,9.2,23,10.2,4.3,4.1,1.8,1.9,0,3.5,38069,3752
14,701,162,(X),(X),355,110,26.8,25.6,11,8.7,19.2,12.8,13,9.2,18.9,12.2,2.5,3.2,7.3,8.9,0,5.5,1.4,2,39332,21631
15,1668,286,12008,1537,540,151,1.3,1.9,17,11.4,45.7,13.6,14.1,10.2,11.5,9.7,10.4,9.3,0,3.6,0,3.6,0,3.6,27215,3969
16,812,132,16463,1372,448,110,4.5,4.6,1.8,2.1,44.4,13.1,27.5,14.5,2.9,3.3,12.3,8.4,5.8,6.4,0.9,1.3,0,4.4,28988,4356
17,1267,248,17666,3857,698,188,1.9,3,16.9,17,22.8,10.2,15,7.3,25.6,11.3,9.9,8,2.9,4.2,3.7,4.3,1.3,2,36806,7820
19.01,838,120,32083,4648,660,98,3.9,5.7,9.1,5.7,14.2,6.4,19.7,9,23.6,8.2,14.5,7.3,4.4,3.7,3.5,3.2,7,4.1,43672,5733
19.02,913,148,23298,5868,525,110,1.3,2,10.5,7,23.8,11,32.2,12.5,25,10.1,4.2,3.1,1,1.6,0,3.7,2.1,2.4,31818,3633
20.01,3115,302,35461,3630,2227,293,1.9,2.2,3.5,3.4,14.3,6.9,15.6,6.5,25.6,7.6,18.3,6.5,4.4,2.9,9.1,4.4,7.1,3,49293,4945
20.03,1044,101,36250,4680,730,85,1.6,2.6,3.2,2.1,10.5,4.4,20.8,5.4,20.3,5.1,15.9,4.6,7.9,3.9,9.7,4.6,10,3.9,58630,8031
20.04,2014,231,35096,5778,1506,204,4.1,3.2,0.5,0.8,13.7,7,20.5,7.3,27,7.3,9.2,5.1,9.5,4.3,12.9,5.3,2.5,1.8,47844,5163
20.05,1885,287,30744,5087,1231,250,1.1,1.8,3.8,3.2,11.1,6.3,21.1,8.9,28.4,10.9,10.7,5.6,7.3,5.4,8.4,7.3,7.9,5.5,49228,5949
21,4066,282,34534,3781,2630,239,2.1,1.5,0.7,0.7,8.8,2.4,18.4,4,24.8,5.9,20.1,5.3,7.5,2.7,10.5,2.9,7.2,3.3,55163,5780
22,2983,325,32356,3824,2025,286,1.9,2.1,4.6,2.9,14.2,5.2,14.9,5.2,22.6,5,16.1,5.3,10.6,5.3,5.6,2.6,9.5,4,52999,5241
23.01,3299,321,31297,4775,2177,226,1.9,1.4,1.5,1,19.2,7.6,15.3,4.2,17.3,4.3,11.9,3.6,8.6,3.3,11.9,3.7,12.5,3.8,62630,9506
23.02,2672,228,28363,2265,1728,184,1.6,0.9,2.7,1.6,18.3,4.8,16.1,4.2,23.8,5.8,18.2,5,7.5,2.6,7,2.8,4.7,2.2,45331,2723
24.01,138,107,(X),(X),101,91,5,10.7,0,17.9,43.6,12.8,29.7,32.2,11.9,21.2,0,17.9,9.9,12.7,0,17.9,0,17.9,N,N
24.03,3535,538,12860,6219,1407,285,8.5,7.9,3.3,2.4,37.7,11,26.9,10.4,17.8,7.5,5.3,4.5,0,1.4,0.5,0.6,0,1.4,26559,2472
24.04,3813,427,22540,2690,2528,349,4.2,2.4,2.7,1.9,28.9,5.2,33.3,6.8,14.8,4.1,10.6,3.6,1.4,1,2.2,1.6,1.9,1,33842,2189
25,1085,190,21313,2783,712,152,2.4,2.5,7,7,31.5,12.8,16.3,8.7,18.7,9.2,13.1,7.6,6.3,4.8,2.8,3.3,2,3,36473,4609
8711,1886,161,25815,2768,1101,158,1.5,1.7,2.4,1.7,22.3,5.8,24.5,5,16.1,5.2,15.4,4.8,6.1,3.6,9.7,5.2,2,2.1,42676,3049
8712,1090,120,29615,4731,676,98,1.9,1.6,4,2.5,20.9,6.6,15.4,4.9,29.4,7.2,16.3,6.2,3.3,3,4.3,2.9,4.6,2.8,45918,7009
3731,1470,106,24968,1998,1038,88,2,1,9.3,3.4,23.6,3.7,21.5,3.5,20.9,4.2,11.2,3,5.2,1.6,3.9,1.7,2.3,1.4,36434,2039
3732,1127,116,30950,2122,799,97,1.6,1.2,5.9,2.7,12.4,3.8,28.2,5.8,18.4,5.7,10.3,3.4,10.8,4.7,6.9,3,5.6,3.6,45646,4119
3733,1804,224,21441,3949,1010,153,9.6,5.7,5.9,3.3,19.2,6.1,20.9,5.8,28.4,8.4,8.5,4.2,5,4,1.6,1.9,0.9,1.3,33369,3350
3734,1354,190,20983,2232,894,139,2.8,2.6,10.4,6.3,34,9.1,13.8,7.7,14.3,5.8,9.1,4.5,5.9,4.2,3.1,2.5,6.6,3.8,40334,6525
3735,1049,85,25495,3728,670,83,9.3,4.4,8.2,4.5,13.6,4.9,18.8,5.9,21.5,5,17.2,6.5,1.5,1.5,7.6,3.3,2.4,1.9,38687,3734
201.01,922,102,28704,4236,557,76,0.5,1.1,1.6,2.7,23.2,8,17.4,6.8,26.9,9.1,6.8,4.1,4.7,3.3,1.8,1.9,17.1,6.6,69417,15253
201.02,692,98,20750,3783,395,62,1.3,2.5,9.6,7,21.3,7.9,15.9,9.3,25.3,9.2,11.9,6.8,3.5,2.8,10.4,8.3,0.8,1.3,39613,5617
201.03,1878,187,35941,2998,1285,158,0.8,1.1,6.3,4.2,10.9,4.9,12.4,4.1,19.9,6.4,12.8,3.9,5.1,3,13,5,18.8,5.8,65119,6734
206.01,2828,305,27763,5758,1888,209,2.6,2,6.9,3.7,12.1,4.6,21.4,5.7,23.7,6.4,16.4,6,6.8,3.1,6.2,4.3,3.9,2.6,42663,3162
206.02,1648,213,22767,2997,1136,142,4.8,4.3,4.8,3.3,26.7,6.4,21.8,6.8,18.8,5.5,14.3,4.8,4.8,2.6,3.2,2.4,0.8,1.2,35244,2960
207.02,1762,174,35675,2958,1194,132,0.2,0.2,2.3,1.7,11.4,4.8,19.6,6.2,27.7,6.8,14.2,4.6,6.9,3.5,9.9,3.8,7.8,3.9,51840,5510
207.04,685,77,26767,3261,481,59,2.9,2,6.4,3.7,24.3,7.2,18.7,5.7,23.7,6.2,14.3,4.2,4.2,2.8,4.8,2.5,0.6,0.9,36643,2101
207.05,1225,126,35223,3253,936,95,1.8,2,5.4,5.1,17.2,4.2,15,5.3,26.2,5.6,13,5.4,9.7,4.4,6.2,3.7,5.4,2.9,46211,4750
207.06,2416,207,34570,3203,1732,171,2,1.4,3.9,2,9.8,3.3,19.9,4.5,26.6,4.8,18.6,4.1,5.5,2.6,7.9,2.8,5.7,2.4,48062,3147
207.07,896,105,33839,4118,609,80,1.1,1.4,0.8,1.1,11.8,4.4,22.8,6.1,23.3,6.8,16.1,5.9,7.7,3.5,9.2,4.2,7.1,3.9,52230,6130
208,1487,143,27208,3489,1021,134,4.1,2.7,11.9,5.1,12.6,4.6,21.7,8,17.4,4.3,16,4.8,4.1,2.5,5.9,3.3,6.2,3,43659,5272
209,1403,150,32004,4435,961,130,2.2,3.4,4.7,3.6,16.4,6.5,15.1,5.4,22.4,7.8,21.7,7.1,3.5,2.8,5.8,4.2,8.1,3.9,51392,8106
210,1392,177,26767,4121,900,141,2.3,2.6,13.2,5.7,12.2,6.2,28.1,6,21.4,7.3,12.8,6.3,2.2,2.3,5,3.5,2.7,2.4,40021,4906
211.01,1498,119,30383,2851,1029,85,1.3,1.1,5.2,1.9,19,3.9,17.7,3.4,21.9,5.1,15.6,4,7.6,2.9,8.1,2.5,3.6,2.4,45423,3414
211.02,1593,164,28554,3402,1111,142,1.8,1.2,8.6,3.9,16.7,5,19.9,5.6,28.4,6.2,12.6,3.8,4.7,2.7,4.5,2.8,2.8,2.4,39619,2865
212.01,1106,70,32225,1835,793,69,0.9,0.9,3.8,2.7,10,3.8,25.2,5.6,23,4.9,17.2,4.2,6.7,3,7.3,2.8,6.1,2.4,47511,2995
212.02,1862,188,31471,2413,1239,137,0.8,1.3,4.4,2.8,16.8,4.6,17,4.1,20.7,4.5,13.6,4.3,6.3,3,12.6,4.1,7.8,3.2,58899,10941
213,966,115,24866,2857,630,94,3.2,3.5,4.4,3.1,24,6.1,26.7,7.8,18.6,5.1,11,5.2,1.4,2.1,7.9,4.1,2.9,2.5,38458,4241
214,2806,278,32835,3199,2227,245,1.9,2.2,4.4,2.6,15.4,5.7,24.7,5.8,26.6,5.1,12.3,4.8,3.1,2,8.4,3.8,3.3,2.2,45130,4982
215,2484,183,31931,1445,1814,162,0.9,0.6,3.8,1.5,15.8,3.6,20.2,3.6,21.8,3.4,17.3,3.7,4.1,1.7,9.9,2.2,6.1,2.1,48916,3369
216,1150,166,30927,3816,795,131,3.5,3.4,2.5,2.5,20.5,7.4,19.5,7.2,20.5,6.9,21.4,8.1,3,2.6,7.7,4.5,1.4,2,41201,3201
9508,1735,244,21116,1938,1043,176,1.2,2.2,5.6,6.1,34.5,11.2,29.7,10.3,14.9,7.8,4.1,3.6,5.8,4.8,3.3,3.5,1,1.5,32481,4172
9604,3737,422,31121,3949,2763,297,0.7,0.6,9.9,4.2,14.4,5.7,18.8,6.3,23.1,7.3,13.5,5.2,3.7,2.3,11.3,5.2,4.6,3.5,45584,4901
9606,3662,422,13199,4619,1445,330,1.3,2.2,4,3.2,33.1,12.9,13.5,6.8,23.4,9.3,7.5,5,10.2,6.6,6,5,1,1.4,37927,5545
9607,4746,350,29043,3306,3209,349,1.5,1.4,1.8,1.3,21.4,6.8,19.6,6.1,21.6,4.8,12.7,3.7,5.2,2.4,7.3,4,9,3.6,52045,6583
9610,1755,201,30009,5973,1204,154,6.1,3.5,6.1,3.3,15.8,4.3,20.6,4.5,21.9,4.3,12.4,2.8,5.3,2.2,4,1.9,7.7,2.7,47182,5566
3756.01,1546,201,25263,3345,982,156,1.7,2.1,3.8,3.4,24,7.2,28.1,8.4,16.2,7.1,6.8,4.6,4.2,3.3,5.9,4.2,9.3,5.1,48021,7637
3756.02,1371,104,25587,1888,803,78,4.1,2.1,7.1,2.2,18.7,3.6,22.2,4,21.7,3.5,11.6,3.2,3.5,1.8,5.4,2.1,5.9,1.7,43585,2831
3757,3173,252,25859,2484,2006,225,1.1,1.3,7,3.5,20.8,6.1,20.9,6.1,14.7,4.9,11.6,4.2,6.2,3.8,6.4,3.9,11.3,3.9,57889,11678
3758.01,1379,122,28722,3582,893,99,2.1,1.6,4.4,3,17.6,5.6,21.6,6.3,17.9,4.9,13,4.4,1.8,1.8,10.5,3.8,11.1,4.3,53860,6710
3758.02,1380,191,26615,4250,941,149,6.9,5.1,4.6,3.3,18.2,7.9,16.6,6.8,25.7,8.7,14,5.9,8.1,5.6,2.7,1.9,3.3,3,40556,4478
3759,1677,224,20022,4448,937,166,2.5,2.7,10.7,4.3,24.9,9.2,18.2,6,19.3,6.8,10,4.4,2.2,2.1,4.9,4.1,7.3,5,39216,5621
3760,2845,291,19744,2063,1543,197,3.6,1.9,6.4,3.3,28.3,6.1,15.4,4.1,22.4,6.3,12.9,4.8,2.7,2.1,5.6,3.2,2.8,2.3,38196,3927
3761,2160,161,21447,1573,1311,136,4,2,6.3,2,27.5,3.9,20.3,3.9,21.9,3.9,12.4,3.6,2.1,1.2,2.3,1.8,3.3,2.3,37210,3131
9762,2738,176,21634,1612,1674,170,1.9,1.1,9.5,3.4,25.4,3.8,22.6,4.7,21.7,4,11.1,3.1,2.5,1.9,3.4,2,2,1.2,35453,2344
9591,803,90,30729,4741,552,79,1.4,1.2,6,3.3,21.2,7.4,14.3,5.4,15.4,5.7,15,5.6,2,1.4,13.4,6.1,11.2,4.4,62059,11728
9592,757,79,30335,4205,515,70,4.9,3.3,4.7,3.2,20.8,7.4,13.2,5.6,26,5.2,10.9,3.8,4.9,3.2,7,3.5,7.8,4.7,48137,6964
9593,763,78,31679,4113,502,75,2.8,1.8,2.6,2,16.5,5.5,14.5,4,22.9,7,16.7,4.8,9.2,3.9,11.2,4.8,3.6,2.5,47814,4903
9526,1437,92,30698,3958,969,85,1.5,2,5.6,2.6,19.5,4.7,13.6,3.4,24.4,5.7,13.3,3.7,7.2,3,7.3,3.3,7.5,3,47228,3531
9528,635,77,34904,5055,479,64,4.6,3.1,0.8,0.8,13.2,4.9,19.8,6.8,18.8,6.8,14.2,5.5,7.5,4.6,7.9,4,13.2,5.9,58638,8809
1,3046,519,19554,4048,1615,265,0.3,1.1,12,6.3,32.8,9.5,19.9,7.3,15.4,7.2,12.4,5.6,2.7,2.6,3.5,4,1,1.6,33639,4826
2,1327,121,30702,2146,946,75,0.8,0.9,6.8,3.2,15.6,4.9,24.1,6,19.8,5.9,15.6,4.6,4.5,3.3,7.1,4,5.6,3.2,45485,3577
6,3313,338,27044,5432,2018,241,3.9,3.7,6.8,4.7,10.9,4.7,23.4,8.6,22.8,5.8,16,6.2,4.3,3,7.3,4.5,4.6,3.7,44545,5528
7,2831,316,20291,5494,1677,242,2.1,2.4,4.2,4.2,33.6,9.9,34.9,9.2,15.5,7.9,8.4,4.8,0,1.2,1.3,1.6,0,1.2,29445,2438
11,1828,140,35463,3047,1282,111,0.9,0.8,2.7,1.8,11.2,3.5,16.9,4.1,25.2,3.8,19.8,4.4,5.9,2.5,8.9,3,8.5,2.9,55249,5294
12,2087,160,30098,2860,1423,133,1.8,1.3,4.4,2.3,17,4.3,19.9,3.9,27.3,5.2,12.1,3.4,4.1,1.6,9.7,2.7,3.8,1.7,43539,2374
13,4374,407,38324,4922,2860,327,0,0.7,3.2,2.6,9.8,5,10.4,4.4,24.8,6.9,18.7,5.2,6.4,4.9,12.1,4.7,14.5,5.3,69344,9825
14.01,2103,253,25074,5420,1362,219,2.4,2.3,10.2,5.4,18.5,7,13.7,5.7,29,8.5,12.6,5.8,1.3,1.6,7.7,4.3,4.5,2.8,52664,15694
14.02,2313,208,39103,5212,1759,190,0.5,0.9,2.2,1.8,10.7,4.9,18.4,5.4,29.4,7.9,16.4,5.5,9.4,4.6,7.3,3.3,5.7,3.1,50064,3578
15,3558,325,19893,3001,2245,265,8.8,6.9,7.4,3.5,24.5,6.6,23.9,6.9,17.5,5.6,8.4,3.7,4.1,2.4,1.9,1.1,3.4,1.9,35239,4322
16.01,3218,330,31786,6863,2161,265,1.9,1.7,10,5.3,17.2,8.7,10,4.6,21.1,7.8,19.7,6.9,6.5,3.6,7.4,3.7,6.2,3.7,51228,7204
16.02,2634,208,28908,3023,1928,185,2.9,2.1,5.4,3.7,16.6,5.5,23,6.2,19.9,5.1,18.3,6.6,5.1,3.3,3.3,1.7,5.4,3.6,43324,4377
6811,1090,126,28953,3381,849,113,1.5,1.4,3.8,2.3,19.4,4.8,33.9,6.5,22.9,5.1,7.8,3.3,4.8,3.2,3.4,2.4,2.5,1.5,42056,6480
6812,1538,155,31633,1677,1196,121,1.6,1,6.4,2.8,15.6,4.3,21.2,4.5,23.6,4.3,13.8,3,3,1.9,7.9,3.1,6.9,2.7,45927,3600
6813,1358,177,27426,2999,1044,143,1.5,1.8,1.6,1.8,25,7.3,24.5,6.8,22.9,6,14.5,6.1,6.4,5.5,2.7,2.6,0.9,1.3,38496,3579
6814,2030,190,33884,3813,1641,191,2.8,2,3.7,3,16.3,6.7,23.5,5.9,21.8,6.4,11.5,4.6,2.7,2.2,8.3,4.1,9.4,3.8,48006,4626
6815,1027,109,29139,3402,723,98,0,2.7,8.9,4.2,21.7,6.7,18.3,5,21.2,5.3,11.2,5.1,10.2,4.3,6.1,4,2.5,1.9,41074,3630
6816,875,94,27215,2883,678,80,5.5,3.4,2.5,1.9,24,7.3,23,5.8,15.2,4.3,10.8,4.5,6,3,7.1,3.2,5.9,2.5,41608,3540
6817,900,119,41774,5669,702,111,0,2.8,2.3,2,12.3,4.4,14.4,5.4,23.2,6.7,14,5.4,9.4,4,6.8,3.9,17.7,6.7,63053,8103
6818,1281,97,27241,4941,885,107,0,2.2,8,4.5,12.3,5.4,24,6.1,20.2,6,21.1,6.6,4.9,3.9,5.4,3.4,4.1,2.6,45395,5361
6819,1442,157,30625,900,1080,140,0.7,0.6,7.8,3.4,18,4.7,27,5.5,13.1,2.9,13.9,4.1,5.7,2.6,6.4,3,7.4,2.7,44327,3595
1,470,88,11290,3692,198,56,12.6,9.8,8.1,8.6,45.5,14.1,5.6,7,13.1,9.5,3,4.4,3,4.7,7.1,6.5,2,4,29304,6854
4,1620,162,24415,3903,1151,158,2.9,2.3,7.6,4.7,26.1,7,32.2,6.3,12.4,5.8,9.5,4.1,1.5,1.8,2.6,2.4,5.2,3.3,36393,4770
5,3544,314,30799,1702,2562,256,2.8,1.8,5.6,3.3,16.5,6.4,17.5,5.9,25.7,5.9,14.7,4.1,3.4,2.2,7.4,3.8,6.4,3,47600,4788
6,2895,239,25378,2021,1914,161,2.7,1.9,3.9,1.8,26.6,5.1,17.8,3.9,19.1,3.6,11.1,2.9,5.7,2.5,6,2.5,7.2,2.6,48102,5830
7,3299,245,30732,1901,2373,180,3.1,1.5,5.6,1.9,14.5,3,21.9,4.3,17.4,2.9,15.9,3.3,5.8,2.1,6.7,2.2,9.2,2.6,50112,3143
8,3618,206,32055,1558,2588,180,2.2,1.3,5.2,2.3,15.2,3.2,16.8,3.1,24,3.8,11.7,2.1,7.1,2.1,9.7,2.6,8,2.2,51114,3491
9.01,1180,114,31231,2103,783,93,2.6,2.4,3.7,1.6,16,4.1,17.8,4.1,24.5,6.9,13.3,3.1,5.2,2.4,8.8,3,8.2,2.7,48178,3065
9.02,3029,254,32229,3205,2018,188,1,1.2,0.5,0.9,12,3.8,20.3,4.8,26.6,5.4,14.8,4.9,5.5,2.9,9.5,3.3,9.7,4.4,54623,6022
9.03,5090,312,40866,3620,3896,262,0.6,0.7,5.4,2.6,12,3.3,12,3.4,20.5,3.2,19.6,4.3,9.9,2.4,9.6,2.8,10.4,2.7,57514,4079
10,1866,197,23872,3239,1164,147,2.4,2.4,8.6,3.9,25.3,5.5,26.9,5.7,14.2,4.4,12,4.5,2.2,2.4,4.4,3.2,4,3.6,38624,4863
9564,954,92,35583,4318,729,82,5.5,3,3,1.9,12.5,4.4,17.3,4.7,30.6,6.1,17,4.5,2.5,1.5,5.1,2.7,6.6,3,44523,3103
9565,1392,97,33316,2852,963,100,2.6,1.5,3.2,1.6,15,3.7,19.3,5,27.6,5.4,13.6,3.9,2.9,1.7,5.3,2.7,10.5,2.9,49252,4172
9671,1083,202,27925,4922,654,146,6.4,4,4.4,3.3,14.4,4.3,14.8,6.2,37.8,9.1,11.3,5.3,2.3,2.3,2.6,3.1,6,3.4,41626,4341
9672,1809,181,24583,2951,1187,177,2.1,2.4,5.5,4.3,28.1,7.5,27,8.2,20.5,7.5,3,2.6,3.5,3.3,4.5,4,5.8,4.3,41450,8692
9678,1301,112,21717,2462,894,105,7.7,3.7,14.9,4.4,17.6,5.5,18.6,5.5,13.2,4,16.3,5.1,3.5,2.6,1.6,1.2,6.7,3.4,41957,7535
9521,883,102,23750,4350,664,86,4.5,3.2,6.9,5,25.8,7.4,18.8,6.9,17.8,6.1,14,5.5,2.7,2.3,3.5,2.5,6,4.9,41161,8455
9522,1007,125,31577,5761,752,116,2.1,2.4,11.6,4.4,16.6,7.5,14.8,4.9,23.1,5.9,6.6,3.4,7.8,4.1,9.2,4.3,8.1,4.3,45802,5472
2791,756,110,27981,4914,469,78,5.5,4.4,7.7,3.8,15.6,4.8,17.5,5.3,20.7,6.6,21.1,6.7,2.1,2.3,4.9,3.5,4.9,3.2,44616,6587
2792,1835,143,22662,3271,1135,103,1.6,1.1,8.9,3.1,22.6,5.2,22.3,4.3,19.1,4.9,13,4.1,4.5,2.4,4.9,2.6,3.2,1.7,37573,2490
2793,1512,117,23227,2093,818,103,1.8,1.6,7.1,3.3,21.8,4.7,14.9,4.3,22.7,4.5,17.1,4.7,3.7,2.2,6.6,2.8,4.3,2.3,45092,5582
2794,1172,129,27206,3361,665,85,3.3,2.1,1.5,1.6,19.5,5.1,20.9,5.6,27.2,7,17.9,5.9,2.6,2.3,3.8,2.3,3.3,2.6,41448,3280
4846,1130,88,21495,1143,735,72,3.9,2.4,5,2.3,34.8,6.8,15.5,3.7,20.1,4.8,10.2,3.4,0.5,0.6,2.9,1.4,6.9,4.1,43644,9808
4847,1120,123,30813,1935,770,87,1.8,1.6,7.1,4.1,14.4,4.7,22.5,5.4,20.9,5.1,10.4,3.7,4.4,2.7,13.2,6.1,5.2,2.5,47350,4923
4848,1005,152,21074,1671,586,119,0.9,1.5,8.2,4.5,31.6,8.7,23,6.9,20,6.7,7.8,3.3,1,1.3,4.6,3.6,2.9,3.2,35542,4734
4849,950,126,21364,2057,665,104,0,3,9.2,6.7,31.7,9.3,23.2,8.2,19.4,7.2,6.3,4.9,4.2,3.6,0,3,6,4.3,37480,6477
4850,977,102,26635,4121,654,71,0.8,0.9,10.6,4.2,19,6.7,14.8,4.5,22.9,5.3,12.1,3.7,6.7,3.3,8.1,3.9,5,2.6,47892,7737
9681,1328,124,31616,2432,907,103,0,2.2,3.9,2.6,10.6,4.2,29.9,6.8,21.3,5.1,7.8,3.1,7.8,3.5,10.6,4.3,8.2,3.8,53978,7149
9682,837,85,27679,5464,595,83,2.9,2.6,4.5,2.7,19,6.5,17,5.8,15.5,4.9,22,6.2,7.2,4.5,10.1,8.2,1.8,2.1,45917,7129
9683,796,106,27857,5215,540,86,0.9,1.4,5.2,4.2,17.4,4.9,22.2,5.9,23.9,6.2,13.1,4.9,5.9,3,7.6,4.3,3.7,2.4,42529,3761
9684,2626,268,33110,3590,1846,292,11.5,5.6,2.2,2.4,13,5.7,16.3,9.4,21.1,7.4,12.5,5,7.3,4.6,12.6,5.9,3.5,2.3,43571,3731
